NAME                     INSTALLED                        FIXED IN                                             TYPE            VULNERABILITY        SEVERITY    EPSS          RISK
libavfilter7             7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2024-35365       Medium      0.7% (48th)   0.3
libavformat58            7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2024-35365       Medium      0.7% (48th)   0.3
libavutil56              7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2024-35365       Medium      0.7% (48th)   0.3
libpostproc55            7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2024-35365       Medium      0.7% (48th)   0.3
libswresample3           7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2024-35365       Medium      0.7% (48th)   0.3
libswscale5              7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2024-35365       Medium      0.7% (48th)   0.3
openssl                  3.3.2                            1.1.1ze, 3.0.19, *3.3.6, 3.4.4, 3.5.5, ...           UnknownPackage  CVE-2025-69419       High        0.4% (36th)   0.3
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25467       Medium      0.7% (47th)   0.3
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25467       Medium      0.7% (47th)   0.3
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25467       Medium      0.7% (47th)   0.3
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25467       Medium      0.7% (47th)   0.3
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25467       Medium      0.7% (47th)   0.3
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25467       Medium      0.7% (47th)   0.3
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25467       Medium      0.7% (47th)   0.3
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25467       Medium      0.7% (47th)   0.3
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25467       Medium      0.7% (47th)   0.3
libx264-163              2:0.163.3060+git5db6aa6-2build1                                                       deb             CVE-2025-25467       Medium      0.7% (47th)   0.3
python                   3.11.10                          3.9.23, 3.10.18, *3.11.13, 3.12.11, ...              UnknownPackage  CVE-2024-12718       Medium      0.6% (46th)   0.3
python                   3.11.10                          *3.13.14, 3.14.6, 3.15.0b3                           UnknownPackage  CVE-2026-9669        High        0.4% (34th)   0.3
soupsieve                2.5                              2.8.4                                                python          GHSA-2wc2-fm75-p42x  High        0.4% (34th)   0.3
soupsieve                2.5                              2.8.4                                                python          GHSA-836r-79rf-4m37  High        0.4% (34th)   0.3
libgnutls30              3.7.3-4ubuntu1.5                 3.7.3-4ubuntu1.8                                     deb             CVE-2025-14831       Medium      0.6% (46th)   0.3
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.23                                    deb             CVE-2026-28388       Low         1.1% (61st)   0.3
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.23                                    deb             CVE-2026-28388       Low         1.1% (61st)   0.3
libsndfile1              1.0.31-2ubuntu0.2                                                                     deb             CVE-2025-52194       Medium      0.6% (46th)   0.3
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-35366       Medium      0.6% (46th)   0.3
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-35366       Medium      0.6% (46th)   0.3
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-35366       Medium      0.6% (46th)   0.3
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-35366       Medium      0.6% (46th)   0.3
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-35366       Medium      0.6% (46th)   0.3
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-35366       Medium      0.6% (46th)   0.3
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-35366       Medium      0.6% (46th)   0.3
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-35366       Medium      0.6% (46th)   0.3
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-35366       Medium      0.6% (46th)   0.3
libgnutls30              3.7.3-4ubuntu1.5                 3.7.3-4ubuntu1.7                                     deb             CVE-2025-6395        Medium      0.6% (46th)   0.3
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.23                                    deb             CVE-2026-28389       Low         1.0% (60th)   0.3
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.23                                    deb             CVE-2026-28389       Low         1.0% (60th)   0.3
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.23                                    deb             CVE-2026-28390       Low         1.0% (60th)   0.3
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.23                                    deb             CVE-2026-28390       Low         1.0% (60th)   0.3
python                   3.11.10                          3.10.20, *3.11.15, 3.12.13, 3.13.12, ...             UnknownPackage  CVE-2026-1299        Medium      0.6% (43rd)   0.3
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.25                                    deb             CVE-2026-34180       Low         1.0% (60th)   0.3
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.25                                    deb             CVE-2026-34180       Low         1.0% (60th)   0.3
libgssapi-krb5-2         1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.8                                    deb             CVE-2026-40355       Medium      0.6% (45th)   0.3
libk5crypto3             1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.8                                    deb             CVE-2026-40355       Medium      0.6% (45th)   0.3
libkrb5-3                1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.8                                    deb             CVE-2026-40355       Medium      0.6% (45th)   0.3
libkrb5support0          1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.8                                    deb             CVE-2026-40355       Medium      0.6% (45th)   0.3
python                   3.11.10                          *3.13.14, 3.14.5rc1, 3.15.0b1                        UnknownPackage  CVE-2026-3298        High        0.4% (30th)   0.3
libgssapi-krb5-2         1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.6                                    deb             CVE-2025-24528       Medium      0.6% (45th)   0.3
